"A10","A3","A7","B5","B9","C11","C4","C6","D11","E10","F10","F5","G4","H7","fitness"
0,0,0,0,0,0,1,1,1,0,0,0,0,0,3608.67918781726
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1432.23695652174
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1483.21171770972
1,0,0,0,0,0,0,0,0,1,1,0,0,1,3201.68395303327
0,0,0,0,0,0,1,0,1,1,0,0,0,0,2828.31181727905
0,0,0,1,0,1,0,0,0,0,0,1,1,0,2386.33810888252
1,0,1,0,0,0,0,0,1,1,0,0,0,0,3164.90496215307
1,1,0,0,0,0,1,1,0,0,0,0,0,0,2329.9653784219
0,0,1,0,0,1,0,1,0,0,0,0,0,0,1510.29317269076
0,0,0,0,1,0,0,0,1,0,0,0,0,0,3058.80448065173
0,0,0,0,0,0,0,1,0,1,0,1,0,0,2219.77902240326
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1485.88830897704
0,0,0,1,0,1,1,0,1,0,0,0,0,0,2633.44165863067
0,1,1,0,0,1,0,0,0,0,0,0,0,0,2383.36963036963
0,1,1,0,0,0,0,0,0,1,0,0,0,0,2584.81683168317
1,0,0,1,0,1,0,0,1,0,0,0,0,0,3078.26450999049
0,0,1,0,0,1,0,0,0,0,0,0,0,0,2637.68837209302
0,1,1,0,0,1,0,0,0,0,0,0,0,0,2662.53540252182
1,0,0,0,0,0,0,0,0,0,0,0,1,1,1997.85432098765
0,1,1,1,0,0,0,0,0,0,0,0,1,1,2506.29093931837
0,0,1,0,0,0,0,0,0,0,0,1,1,0,2009.02043506922
0,0,1,0,0,0,1,0,0,0,0,0,0,1,1347.16830870279
1,0,0,0,0,0,0,1,0,0,1,0,0,0,3339.80341880342
1,1,0,1,0,0,0,0,0,0,1,0,0,0,2545.75865479723
0,0,0,1,0,1,0,0,0,0,0,0,0,0,2620.42540322581
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1481.71273712737
0,0,1,0,0,0,0,0,1,0,0,0,0,0,3275.18578199052
1,0,0,1,1,0,1,0,0,0,0,0,0,0,2416.34412955466
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1415.3881773399
0,0,0,0,1,0,1,0,0,0,0,0,1,0,1754.6549391069
0,0,0,0,0,1,0,0,0,1,0,0,1,0,2153.31713900135
1,0,0,1,0,0,0,0,0,0,0,1,0,1,2476.25540275049
0,0,1,1,0,1,0,0,0,0,0,0,0,1,2478.40854870775
0,1,0,0,0,1,0,0,0,0,0,0,0,0,5817.85166666667
1,0,1,0,0,1,0,0,0,0,0,0,0,0,1553.13819577735
0,0,1,0,0,1,0,0,0,0,0,0,1,0,2369.0087890625
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1425.02325581395
0,0,0,0,0,0,0,0,0,0,0,1,0,1,2218.73313192346
0,0,0,0,0,0,0,0,1,0,0,1,1,1,6043.05615763547
1,0,0,0,0,0,0,0,1,0,0,0,1,0,3337.26294416244
1,0,0,0,0,0,0,1,1,0,0,1,0,0,5482.99105367793
0,1,0,1,0,0,1,0,0,0,0,0,1,0,2489.9948024948
0,1,1,0,0,0,0,0,0,1,1,0,0,0,4163.95622895623
1,1,0,0,0,0,0,1,0,0,0,0,1,0,2379.89638157895
0,1,0,1,1,0,0,1,0,1,0,0,0,0,2354.27394957983
0,0,0,0,0,0,1,0,0,0,0,0,0,0,3350.50177935943
0,1,1,0,0,0,0,0,0,0,0,1,0,0,2218.42056074766
0,0,0,0,1,1,0,0,0,1,0,1,0,0,2227.71472392638
0,0,0,1,0,0,0,0,1,1,0,0,0,0,2578.28627838105
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1402.01851851852
0,1,0,0,0,1,0,0,0,1,0,0,1,0,2515.67975830816
0,1,0,0,0,1,0,0,1,1,0,0,0,0,4868.08980827447
0,0,0,0,0,0,0,1,0,0,1,0,0,0,5017.90672016048
1,0,0,0,0,0,0,1,0,0,1,0,0,0,5812.91771428571
0,0,0,0,1,0,0,0,0,0,0,1,0,1,2190.50251762336
0,0,1,0,0,0,0,0,0,1,0,0,0,1,2190.81395348837
0,0,1,0,1,0,0,0,0,0,1,0,0,0,4537.16354759967
0,0,0,0,0,0,1,0,0,0,1,1,0,1,2941.97477477477
0,1,0,0,0,0,0,1,0,0,0,1,0,1,2227.69641025641
0,1,0,0,0,0,0,0,0,1,0,0,0,0,2434.59778225806
1,0,0,1,0,1,0,0,0,0,0,0,0,0,2446.20769230769
1,0,0,0,0,1,0,0,0,0,1,0,0,1,3590.16889804325
0,1,0,1,0,0,0,0,1,1,0,0,0,0,2594.07128309572
0,1,0,0,0,0,0,0,0,1,0,0,0,0,2564.26177174781
1,0,0,0,0,0,1,0,1,0,0,0,0,0,3363.05697445973
1,0,0,0,0,0,1,0,0,0,1,0,0,0,3739.41768292683
0,0,0,1,0,0,0,0,0,1,0,1,0,0,2392.54921259843
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1431.63977746871
1,1,0,0,0,0,0,0,1,0,0,0,0,0,2830.34665579119
1,0,0,0,0,0,1,0,0,1,0,1,0,0,3328.13298337708
0,0,1,0,0,1,1,0,1,0,0,0,1,0,3166.88303130148
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1359.25365853659
0,0,0,0,0,0,0,1,1,0,0,0,0,1,3121.63238289206
0,0,1,0,0,0,0,0,0,0,0,0,1,1,1777.38877952756
0,0,0,0,0,0,0,0,0,1,1,0,1,0,3648.87731958763
0,1,0,0,0,1,0,0,0,1,0,1,0,0,2216.26326326326
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1385.56791338583
0,0,0,0,1,0,1,0,0,0,0,0,0,1,1406.41176470588
0,0,0,0,1,1,0,0,0,0,1,0,0,0,4143.82776617954
0,1,0,1,1,0,1,0,0,0,0,0,0,0,2458.23393574297
0,0,0,0,0,0,0,1,1,0,0,1,0,0,5236.28789659224
0,0,0,1,1,0,0,0,0,0,0,0,0,1,3161.77947154472
0,0,0,0,0,0,0,1,1,0,0,0,1,1,2902.16208251473
1,0,0,0,0,1,0,0,0,1,0,1,0,0,1900.53273809524
0,1,0,0,0,0,0,1,0,0,0,0,0,0,2173.57982261641
0,0,1,0,0,0,0,0,0,0,0,1,1,0,2042.26980942828
0,1,0,1,1,0,0,0,0,0,0,0,0,0,2430.85505735141
0,0,1,1,0,0,0,0,0,0,0,0,1,0,2389.38950554995
1,0,0,0,0,0,0,0,0,0,1,1,1,0,4335.34245187437
0,0,0,0,0,0,1,0,1,0,0,0,0,1,2923.55460385439
1,1,0,0,0,0,0,0,0,0,1,0,1,1,4471.91428571429
0,1,1,1,0,0,0,0,0,0,0,0,0,0,2312.2
0,0,0,1,0,1,0,0,0,0,0,1,1,0,2301.1518784972
1,0,0,0,0,0,0,0,0,0,0,0,0,0,4995.77607361963
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1334.24193548387
0,0,0,0,0,1,0,0,1,1,0,0,0,0,3061.34710743802
0,0,0,0,0,0,0,0,0,1,0,1,0,1,2096.65848670757
0,0,0,0,0,0,0,1,0,0,0,1,0,0,2331.46179401993
0,0,0,0,0,0,0,1,0,0,0,1,0,1,1997.05149330587
1,0,0,0,1,0,0,0,0,0,0,0,0,1,1672.43076923077
0,0,0,1,0,1,1,0,1,0,0,0,0,0,2584.60546875
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1409.70941883768
0,1,0,0,0,1,0,0,0,0,1,0,0,1,3188.17185697809
0,1,0,1,1,0,0,0,0,0,0,0,0,0,2409.2100591716
0,0,0,0,1,1,1,0,0,0,0,0,0,1,1362.48099173554
0,0,0,0,0,0,0,1,1,1,0,0,1,0,3515.45707277187
0,0,1,0,1,0,0,0,0,1,0,1,0,1,2014.26026272578
0,0,0,0,0,0,0,0,0,0,0,0,1,0,3912.15699658703
0,1,1,0,0,0,0,1,0,0,1,0,0,0,4172.32392894462
0,0,1,0,0,1,0,1,0,0,1,0,0,0,3615.79191919192
0,1,0,0,0,0,0,0,0,1,0,0,0,1,2356.45067497404
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1375.00820512821
0,1,0,0,0,1,0,0,0,1,0,0,0,0,2378.80485115766
0,0,0,0,0,0,0,1,0,0,1,0,0,0,4621.99686520376
1,0,1,0,0,0,0,0,1,1,0,0,0,0,2671.71924603175
0,0,0,1,1,1,0,0,1,0,0,0,0,0,2541.58811681772
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1366.32135306554
0,0,0,0,0,0,0,0,0,0,0,1,0,0,2144.86764705882
0,0,0,0,1,0,0,0,0,0,0,1,1,0,2021.21178821179
0,0,0,1,0,0,0,1,0,0,1,0,0,0,2367.31637843337
1,1,0,0,0,0,0,0,1,1,0,0,0,0,5494.70914696814
0,0,1,1,0,0,0,0,1,1,0,0,0,0,2542.043
0,0,1,0,1,0,0,0,1,0,0,0,0,0,2542.36111111111
1,1,0,0,0,0,1,0,0,0,0,0,0,0,2284.21596724667
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1362.3561827957
0,1,0,0,0,1,0,0,0,0,1,0,0,0,3148.88671472709
0,0,0,0,0,1,1,0,1,0,0,0,1,1,3074.41040955631
1,1,0,0,0,1,0,0,0,0,0,1,0,0,2268.23133116883
0,0,0,1,0,0,0,0,0,0,1,0,0,0,2303.86773378265
0,0,1,0,0,0,0,0,0,0,0,0,0,0,2147.65432098765
0,0,0,0,0,1,1,1,1,0,0,0,0,0,3213.61151832461
1,0,0,0,0,1,0,0,0,1,0,0,0,0,1346.80555555556
0,0,1,0,0,0,1,0,1,0,0,0,0,0,3161.21064552661
0,0,1,0,0,0,0,0,0,0,0,1,1,0,2151.90175801448
1,1,0,0,0,0,1,0,0,0,1,0,0,0,3545.97716894977
0,0,0,1,1,0,1,0,0,0,0,0,0,0,2363.05035246727
0,1,0,0,0,0,0,0,1,0,0,1,1,0,4844.35386338186
1,0,0,0,0,0,1,0,0,1,0,0,0,0,1349.3933747412
0,0,0,0,0,0,1,1,0,0,0,0,0,1,1354.12942366026
1,0,0,0,0,0,0,0,1,0,0,1,1,0,2158.46934460888
1,0,0,0,0,0,0,1,0,0,1,0,0,0,1681.02118989405
0,0,0,0,0,0,0,1,0,0,0,1,1,0,1958.58548790659
0,1,0,0,0,0,1,1,0,0,1,1,0,0,2957.96497695853
0,0,0,0,0,0,0,1,0,0,0,0,0,0,2336.76517150396
0,0,1,0,1,0,0,0,1,0,0,0,0,0,3460.38372093023
0,0,1,0,1,0,1,1,0,0,0,0,0,0,1381.22244488978
0,0,0,0,1,0,0,0,1,0,0,0,0,1,2915.96453900709
1,0,1,0,0,0,0,0,1,0,0,0,0,1,3006.58106747231
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1787.73022312373
1,0,1,0,0,0,0,0,0,0,0,0,0,1,1365.51178918169
0,1,1,0,1,1,0,0,0,0,0,0,0,0,1414.40423280423
0,1,0,0,1,0,0,0,1,0,1,0,0,0,5220.96417604913
0,0,0,0,1,0,0,1,0,0,0,0,0,1,1345.00517598344
0,0,0,1,0,0,0,0,0,1,0,0,0,1,2308.45206861756
0,0,0,0,0,0,1,0,1,0,0,0,0,1,2371.1231884058
0,1,0,0,0,0,0,0,0,0,0,0,0,0,2150.08695652174
1,0,0,0,0,0,0,1,0,0,1,0,1,0,5074.3024691358
0,0,1,0,0,1,0,1,1,0,0,0,0,0,3195.8850967008
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1367.66213151927
0,0,0,0,0,0,0,0,1,0,0,1,0,0,4690.78844270323
0,0,0,0,0,1,0,0,0,1,0,0,0,0,1345.86694386694
0,0,0,0,0,0,1,0,1,0,1,0,0,1,5097.41264737406
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1991.99155227033
0,0,0,1,0,0,0,1,0,0,0,1,1,0,2265.97278911565
0,1,1,0,0,0,0,1,1,0,0,0,1,0,2086.7292358804
0,1,0,0,0,0,0,1,1,0,0,0,0,1,4910.12930310663
0,0,0,0,0,0,0,1,0,0,0,0,0,0,2109.61594202899
0,0,0,0,1,0,0,1,1,0,0,0,0,1,3087.12486772487
0,1,0,0,1,0,1,0,1,0,0,0,0,0,5334.7394438723
0,1,0,0,0,0,1,0,0,1,0,0,0,0,2318.62772925764
0,0,0,0,0,0,0,0,0,0,1,1,0,0,3739.43019296254
0,0,1,0,0,0,0,0,1,0,0,0,0,0,2157.65483234714
0,0,0,1,0,0,0,0,0,0,0,0,1,0,3604.66220391349
0,0,0,0,0,0,1,0,1,0,0,1,0,1,3963.66744186047
1,0,0,1,0,0,1,0,0,1,0,0,0,0,2330.87878787879
0,1,1,0,0,1,0,0,0,0,0,0,1,0,1944.41890440387
0,0,0,1,1,0,0,0,0,0,0,0,0,1,2393.61772151899
0,0,0,1,0,0,0,0,1,0,1,0,0,1,2377.58833474218
1,0,0,0,0,1,1,0,0,0,0,1,1,0,2101.72128227961
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981.27516778523
0,1,1,0,0,0,0,0,0,0,0,0,0,1,1905.23660262892
1,0,0,0,0,0,0,1,0,0,1,0,0,0,4198.02760736196
0,0,1,1,0,0,0,0,0,0,1,0,0,0,2228.57942973523
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1808.87272727273
0,0,1,1,0,0,0,0,1,0,0,0,0,1,2425.34634634635
0,1,1,0,0,0,0,0,0,0,0,1,0,0,2111.07785888078
1,0,0,0,0,0,0,0,1,0,0,1,0,1,4910.12708333333
1,0,0,0,0,0,1,0,0,0,0,0,1,0,1865.88944723618
1,0,0,0,0,1,0,0,0,0,0,1,0,0,1938.05413687436
1,0,1,0,0,0,0,0,0,1,0,0,0,0,2010.99656652361
1,0,1,1,0,0,0,0,0,0,1,0,0,0,2412.58570198105
0,1,1,0,1,0,0,0,0,0,1,0,0,1,4067.20123022847
0,0,0,0,0,1,0,0,1,1,0,0,1,0,3176.22988505747
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2467.79617834395
0,0,0,0,0,1,0,0,0,1,0,1,0,0,2065.70508826584
0,1,0,0,0,0,0,0,0,0,1,0,0,0,3692.82520325203
0,0,0,0,0,0,1,0,1,0,0,1,0,1,4363.28042328042
0,0,1,0,0,0,1,0,0,0,1,1,0,0,3123.125
1,0,0,0,0,1,0,0,0,0,0,1,1,0,1934.83864337102
0,1,0,0,0,0,0,0,1,0,0,1,0,0,4787.20564516129
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1342.08568443051
1,0,0,0,0,1,0,0,0,0,1,0,1,0,3176.31732776618
0,1,0,0,0,0,0,0,0,0,1,0,1,0,4100.06060606061
0,0,1,0,0,0,0,0,1,1,0,0,0,0,2748.46087888532
0,1,0,1,0,0,0,0,0,0,0,0,0,0,2206.77565392354
0,1,0,1,0,0,0,1,0,0,0,0,0,0,2254.47029204431
0,0,0,0,1,0,0,0,1,0,0,1,0,0,3809.04624871531
1,1,0,0,0,1,1,0,0,0,0,0,0,0,2132.98069105691
0,0,0,0,1,1,0,1,0,0,0,0,0,0,1338.07216494845
0,0,0,1,1,1,0,0,0,0,0,0,1,0,2203.9093625498
0,0,0,0,0,0,0,0,0,0,0,1,0,0,2003.30277442702
0,0,1,1,0,0,0,0,0,1,0,0,0,0,2298.5995872033
1,0,0,1,0,0,0,0,0,1,0,0,0,0,2098.24461206897
0,0,0,0,0,1,0,1,0,0,0,0,1,0,1491.31408573928
1,0,0,0,1,0,0,0,1,1,0,0,0,0,2699.17681895093
0,0,0,1,0,1,1,0,0,0,0,0,0,0,2141.26796280642
0,0,0,0,0,0,0,0,1,0,0,0,0,0,2111.62117647059
0,0,0,0,0,0,0,1,0,0,0,0,0,0,4812.6277173913
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1342.27878103837
0,1,0,0,0,0,0,0,1,1,0,0,0,1,4109.8854679803
0,0,0,0,0,0,0,0,1,0,0,1,1,0,5374.55981941309
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1768.30728616684
0,0,0,0,0,0,0,0,1,1,0,0,0,0,2680.14504596527
0,0,0,0,0,0,0,0,1,1,0,1,0,0,2932.89686098655
0,0,0,0,0,0,0,0,1,0,1,0,1,0,3082.56847826087
0,0,1,0,0,0,1,0,1,0,0,0,0,0,2841.56885090218
0,0,0,0,0,1,1,0,1,0,0,0,0,0,2921.77565632458
1,0,0,0,1,0,0,0,1,0,0,0,0,1,2924.99226305609
0,0,1,0,0,1,0,1,0,0,1,0,0,0,3139.07920792079
0,0,1,0,0,0,0,0,0,0,1,1,1,1,4222.33746898263
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1670.76493256262
0,0,0,0,1,0,0,0,0,1,0,0,0,1,1265.4724137931
0,0,0,1,0,0,1,0,0,0,0,0,0,0,2211.11290322581
0,1,0,0,1,0,1,0,0,0,0,0,0,1,2433.72577092511
1,0,0,0,0,0,0,0,1,0,0,0,0,1,2782.50207900208
0,0,0,0,1,1,0,0,0,0,0,0,0,1,1340.40394600208
1,0,0,0,0,0,0,1,1,1,0,0,0,0,2943.47014925373
0,0,0,0,0,0,0,0,1,1,1,0,0,0,3992.31065468549
0,0,0,0,0,0,0,1,0,0,1,1,1,0,4484.66878306878
0,0,1,0,0,0,1,1,0,0,0,0,0,0,1288.08920704846
0,0,0,0,0,0,0,0,1,0,0,0,0,0,3823.91758241758
0,0,0,0,0,0,1,1,1,0,0,0,0,0,3093.33820224719
0,0,1,0,0,0,0,0,0,1,0,0,1,0,1840.29145728643
0,0,0,1,0,0,0,0,0,0,0,0,0,1,2181.66346153846
0,0,0,1,0,0,0,0,1,1,0,0,0,0,2406.51960784314
0,0,0,0,0,0,0,0,0,0,1,0,0,0,3556.95669291339
0,0,1,0,0,0,0,0,0,0,1,0,0,0,2812.0260960334
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1306.10825439783
0,0,0,0,0,1,0,0,0,1,0,0,0,0,1683.87701863354
0,0,0,1,0,0,0,0,1,0,0,0,0,0,2405.1106870229
1,0,0,0,0,0,0,1,1,0,0,0,0,0,2776.93333333333
0,0,0,0,1,1,0,0,0,1,1,1,0,0,2993.28835489834
0,0,0,0,0,1,0,1,0,0,0,1,0,0,1714.92406221409
0,0,0,0,0,0,0,0,0,0,1,0,0,0,2792.85
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1838.30964467005
0,0,0,1,0,0,0,0,0,0,0,0,0,0,2373.57633587786
0,0,0,0,0,0,0,0,0,0,0,1,0,0,2951.10062893082
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1567.34653465347
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020.60377358491
0,0,0,0,0,0,0,0,0,1,0,0,0,0,2025.81967213115
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1669.82978723404
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1915.12263210369
0,0,0,0,0,0,0,0,1,0,1,0,1,0,3400.38888888889
0,0,0,0,0,1,1,0,1,0,0,0,0,0,3201.86404494382
1,0,0,0,1,0,0,0,1,0,0,0,0,1,3153.79854147675
0,0,1,0,0,1,0,1,0,0,1,0,0,0,3422.50209205021
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1648.834625323
0,0,0,0,1,0,0,0,0,1,0,0,0,1,1364.65356773526
0,0,0,1,0,0,1,0,0,0,0,0,0,0,2506.39959636731
0,1,0,0,1,0,1,0,0,0,0,0,0,1,2773.12219959267
1,0,0,0,0,0,0,0,1,0,0,0,0,1,3123.2626459144
0,0,0,0,1,1,0,0,0,0,0,0,0,1,1457.16780487805
1,0,0,0,0,0,0,1,1,1,0,0,0,0,3259.054
0,0,0,0,0,0,0,0,1,1,1,0,0,0,4414.5548854041
0,0,0,0,0,0,0,1,0,0,1,1,1,0,5126.01194029851
0,0,0,0,0,0,0,1,0,0,1,0,0,0,4174.67327667611
0,0,1,0,0,0,1,1,0,0,0,0,0,0,1406.56476683938
1,0,0,0,0,0,0,1,1,0,0,0,0,0,3184.8956089478
0,0,0,0,1,1,0,0,0,1,1,1,0,0,3417.50082644628
0,0,0,0,0,1,0,1,0,0,0,1,0,0,1967.64715447154
0,0,0,0,0,0,0,0,1,0,0,0,0,0,4672.86274509804
0,0,0,0,0,0,1,1,1,0,0,0,0,0,3702.46532663317
0,0,0,1,0,0,0,0,0,0,0,0,0,1,2492.53567839196
0,0,0,1,0,1,0,0,1,1,0,0,0,0,2713.31037827352
0,0,0,0,0,0,0,1,0,0,1,0,0,1,1464.43328100471
0,0,1,0,0,1,0,0,0,0,1,0,0,0,3152.54528122021
1,0,1,0,0,0,1,0,0,0,0,0,0,0,1440.5148895293
0,0,0,0,0,1,0,0,0,1,0,0,1,0,1887.72790697674
0,0,0,1,0,0,0,0,1,0,0,0,0,0,2621.806640625
0,0,1,0,0,0,0,1,1,0,0,0,1,0,2299.77531340405
0,1,0,1,0,0,0,0,1,0,0,0,0,0,2600.64616935484
0,1,0,0,0,0,1,0,1,0,0,0,1,0,4007.7884057971
0,0,0,1,0,0,0,0,0,0,1,0,0,0,2646.06124497992
1,0,1,0,0,0,0,1,0,0,0,0,0,1,1457.79743083004
0,0,0,0,0,0,1,0,1,0,0,0,0,0,2473.19310344828
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1438.41975308642
0,0,0,0,0,0,1,0,1,0,1,0,1,0,6136.48225469729
1,0,0,0,0,0,0,1,0,0,0,1,1,0,2135.44015825915
0,0,0,0,1,0,0,0,0,1,0,0,1,0,2158.04550155119
1,0,0,1,0,1,0,0,0,0,0,1,0,0,2462.86192810458
0,0,0,0,1,0,0,1,0,0,1,0,0,0,3831.9025974026
0,0,0,1,1,1,0,0,0,0,0,1,1,0,2266.67165354331
0,0,0,0,0,0,0,0,0,0,0,1,0,0,4038.47577092511
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1559.22790697674
0,1,0,0,1,0,0,0,0,0,0,1,0,0,2315.05257836198
1,0,0,0,0,0,0,1,0,1,0,0,0,0,1402.08895705521
0,1,1,0,0,0,0,0,1,0,0,0,0,0,5783.98726738492
0,1,0,0,0,0,0,0,1,1,0,1,0,0,4910.59408866995
0,0,1,0,1,0,1,0,0,1,0,0,0,0,1449.64552238806
0,0,0,0,0,1,0,1,0,0,0,1,0,0,2393.11043566363
1,1,1,0,0,0,0,0,0,0,0,0,0,1,2360.0625698324
1,0,0,0,0,1,1,0,0,0,0,0,0,1,1437.06886227545
0,1,0,0,0,0,0,1,1,1,0,0,0,0,4824.78936810431
1,0,0,0,1,1,0,1,0,0,0,0,0,0,1411.61975308642
0,0,1,1,0,0,0,0,0,1,0,0,1,0,2428.14849785408
0,0,0,1,0,0,1,1,1,0,1,0,0,0,2848.62762520194
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1318.6140776699
1,0,0,0,1,0,1,0,0,0,0,0,1,0,1944.81615302869
0,0,0,0,0,1,0,0,0,0,1,0,0,1,3558.83178534572
0,0,1,0,0,0,0,0,0,1,0,1,1,0,2238.61624365482
0,0,0,0,0,0,0,0,0,0,1,0,1,0,5921.17635270541
1,0,1,0,1,0,0,0,0,0,0,1,0,0,2411.66826003824
0,0,0,0,0,0,1,0,0,1,0,1,0,0,1937.42198233562
0,1,0,0,0,0,0,1,1,0,0,0,0,0,6454.04466019417
0,1,0,0,1,0,0,0,0,0,0,0,0,0,2444.92472024415
1,0,1,0,0,0,0,0,0,0,0,1,0,1,2142.20720720721
0,0,0,0,1,1,0,0,0,0,0,0,1,0,2162.39230769231
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1903.94444444444
0,0,1,0,0,1,0,0,0,1,0,0,0,0,1418.29068673565
0,1,1,0,0,0,0,0,1,0,0,0,0,0,2493.09005628518
0,1,0,0,0,1,1,0,1,0,0,0,0,0,3250.7358490566
1,0,0,0,0,0,0,0,1,0,0,1,0,0,5473.9766970618
0,0,0,1,0,1,0,0,0,1,0,0,0,0,2650.66303270565
0,1,1,0,0,0,0,0,1,0,0,0,0,1,6094.78248031496
0,0,1,0,0,0,1,0,0,0,1,0,0,0,2863.67502986858
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1438.33753637245
0,1,1,0,0,0,0,0,1,0,0,0,0,0,3630.62797619048
1,0,0,0,0,0,0,0,1,0,0,1,1,0,2307.0688
0,0,1,0,0,0,0,1,0,0,0,0,0,1,1392.29664660361
0,0,1,0,1,0,0,0,0,1,0,1,0,0,2053.75533661741
0,0,0,0,0,0,0,0,0,0,1,0,0,0,2418.03219315895
0,0,1,0,0,0,0,1,1,0,0,0,0,0,2380.55621301775
0,0,1,0,0,0,0,0,0,0,1,0,0,0,6031.96774193548
0,0,0,0,0,1,0,1,0,0,1,1,0,0,3585.13530010173
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1463.69444444444
0,1,0,0,0,0,0,1,0,0,0,0,1,0,2705.45223577236
0,0,0,0,0,0,1,0,0,1,1,0,0,0,4005.40151515152
0,1,0,0,0,1,0,1,0,0,0,0,0,0,2228.90682036503
0,1,0,0,0,1,0,0,1,0,0,0,0,0,4436.77887462981
1,0,0,0,0,0,0,0,0,1,0,0,1,0,2429.53048780488
0,1,0,0,0,0,0,1,0,0,0,0,1,1,2256.51403887689
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1411.91220735786
0,1,0,1,1,0,1,0,1,0,0,0,0,0,2533.29118136439
0,0,0,0,0,1,0,0,1,0,0,0,0,1,3021.83298538622
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2068.7323943662
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1346.87570621469
0,0,0,0,0,0,0,1,1,1,0,1,0,0,2500.002
0,0,1,0,0,0,0,0,1,0,0,0,1,0,3033.58262511804
0,0,0,1,0,0,1,0,0,0,0,0,1,0,2566.19408866995
1,0,0,1,1,0,0,0,0,1,0,0,0,0,2684.29392265193
0,0,0,0,0,1,0,0,0,1,1,0,0,0,3880.51242236025
0,0,0,0,0,1,0,0,1,0,0,0,0,1,3175.321875
1,0,0,1,0,0,0,0,0,1,0,0,0,1,2715.20326864147
0,0,1,0,0,0,0,0,0,0,1,0,0,0,5181.77380952381
0,1,1,0,0,0,0,0,0,0,1,0,0,0,4800.36335721597
0,0,1,0,0,1,0,0,0,0,0,0,0,1,2066.82293762575
0,0,1,0,0,0,1,0,0,0,0,0,1,1,1885.67954070981
0,0,0,0,1,0,0,0,0,1,0,1,0,0,2657.85684860968
1,0,0,0,0,0,0,0,0,1,1,0,0,1,4520.79786096257
0,0,0,0,0,1,1,0,0,0,0,0,0,0,1472.62574257426
0,0,0,0,0,0,1,0,0,0,1,0,0,0,2794.01661849711
1,0,0,0,1,0,0,0,0,1,1,0,0,0,4169.50100200401
0,1,0,0,0,0,0,0,1,0,0,0,0,0,4005.01480750247
1,1,0,1,0,0,0,0,0,0,0,1,0,0,2568.68004338395
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1429.81588132635
0,0,0,1,0,0,0,0,0,0,0,0,1,0,2463.73991769547
1,0,1,0,0,0,1,1,0,0,0,0,0,1,1561.65451532726
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1690.70577617329
0,1,0,0,1,1,0,0,0,0,0,0,0,0,2104.037111334
1,0,1,0,0,0,0,0,1,0,0,0,0,1,2759.88636363636
1,0,0,1,0,1,0,0,0,0,0,0,1,0,2681.68583162218
0,0,0,1,1,0,1,0,0,0,1,0,0,0,2738.74681059863
0,1,0,0,0,0,1,1,0,0,0,0,0,0,2382.51666666667
0,1,0,0,0,0,0,1,0,0,0,0,1,0,2489.26748971193
0,0,0,0,0,0,0,1,1,0,0,0,1,0,3877.47141424273
1,0,0,1,0,0,0,0,0,0,0,0,1,0,2499.03255340793
0,0,0,1,1,0,1,0,0,0,0,0,0,0,2659.56967670011
0,0,1,0,0,0,0,0,0,0,0,1,0,1,2194.48187444739
