,Treatment,Rep,OD,Acetate,Butyrate,Lactate,Succinate,ER,FP,AC,HB,CC,RI,DP,BH,CA,PC,DL,CG,BF,EL,CH,BO,BT,BU,BV,BC,BY,PJ,DF,BL,BP,BA,BA Fraction,CA Fraction,BT Fraction,BU Fraction,PC Fraction,AC Fraction,BH Fraction,CC Fraction,CG Fraction,ER Fraction,DP Fraction,EL Fraction,BY Fraction,BF Fraction,CD Fraction,RI Fraction,BP Fraction,BV Fraction,CH Fraction,DF Fraction,CS Fraction,PJ Fraction,FP Fraction,EH Fraction,EC Fraction,BC Fraction,HB Fraction,BO Fraction,DL Fraction,BL Fraction,B.cereus Fraction,Total,Unclassified,Contamination?,Experiment No.,Sequenced,Peak30,Peak32,Peak35,Peak41,pH
559,BF-ER,0.0,1.5217058823529412,10.3702,6.9611,15.8436,11.4994,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013831258644536652,0.0,0.00027662517289073305,0.0,0.00027662517289073305,0.0,0.001936376210235132,0.00013831258644536652,0.0,0.2843706777316736,0.0,0.0006915629322268327,0.0,0.7109266943291841,0.0,0.0,0.0005532503457814661,0.00027662517289073305,0.00013831258644536652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013831258644536652,0.00013831258644536652,0.0,0.0,7234.0,4.0,No,8.0,MiSeqOSV004,,,,,
560,BO-ER,0.0,1.396705882352941,8.8231,19.0924,34.4781,18.9213,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014564520827264782,0.0,0.0,0.0,0.00014564520827264782,0.0,0.0,0.0,0.0,0.5168948441596272,0.0,0.000873871249635887,0.0,0.0,0.0,0.0,0.0005825808330905912,0.00014564520827264782,0.00014564520827264782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4810661229245558,0.0,0.0,0.0,6938.0,72.0,No,8.0,MiSeqOSV004,,,,,
561,BT-ER,0.0,1.5767058823529412,16.7354,4.6606,27.8731,24.7225,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7457531938789835,0.0016846834199073426,0.0001403902849922785,0.0,0.0,0.0001403902849922785,0.0004211708549768357,0.25031587814123263,0.0,0.0004211708549768357,0.000280780569984557,0.0,0.0,0.0,0.0,0.0001403902849922785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001403902849922785,0.0,0.0005615611399691141,0.0,0.0,0.0,7126.0,3.0,No,8.0,MiSeqOSV004,,,,,
562,BU-ER,0.0,1.361705882352941,10.5112,15.316,54.1153,4.8391,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018754688672168045,0.14628657164291073,0.0,0.0,0.0,0.0,0.0,0.8524006001500375,0.0,0.0005626406601650412,9.37734433608402e-05,0.0,0.0,0.0,9.37734433608402e-05,9.37734433608402e-05,0.0,0.0,0.0,9.37734433608402e-05,0.0,0.0,0.0,9.37734433608402e-05,0.0,0.0,9.37734433608402e-05,0.0,0.0,10671.0,7.0,No,8.0,MiSeqOSV004,,,,,
563,BV-ER,0.0,1.4657058823529412,27.0146,0.843,25.2492,31.2255,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028785982478097623,0.0001251564455569462,0.0,0.0,0.2222778473091364,0.0,0.00037546933667083847,0.0,0.0,0.0,0.0,0.0,0.7735919899874844,0.0,0.0001251564455569462,0.0,0.0,0.0,0.0,0.0,0.0005006257822277847,0.0,0.0,0.0,0.0001251564455569462,0.0,7992.0,2.0,No,8.0,MiSeqOSV004,,,,,
564,BC-ER,0.0,1.691705882352941,25.2643,2.944,29.6188,31.803,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001149029070435482,0.0,0.0001149029070435482,0.0001149029070435482,0.0001149029070435482,0.0,0.07307824887969666,0.0,0.0003447087211306446,0.0001149029070435482,0.0001149029070435482,0.0,0.0,0.0,0.0,0.0006894174422612892,0.0,0.0,0.0,0.0001149029070435482,0.0,0.0,0.9250833046076066,0.0,0.0,0.0,0.0,0.0,8708.0,5.0,No,8.0,MiSeqOSV004,,,,,
565,BY-ER,0.0,1.418705882352941,20.4005,18.9079,55.3176,5.0406,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003034901365705614,0.00020232675771370763,0.0,0.0001011633788568538,0.0,0.00020232675771370763,0.0001011633788568538,0.8387455741021751,0.0,0.0,0.15832068791097625,0.0001011633788568538,0.0,0.0001011633788568538,0.0,0.0001011633788568538,0.0001011633788568538,0.00020232675771370763,0.0,0.0001011633788568538,0.0,0.0,0.0,0.00020232675771370763,0.0,0.0,0.001112797167425392,0.0,0.0,9886.0,1.0,No,8.0,MiSeqOSV004,,,,,
566,DF-ER,0.0,1.3607058823529412,8.4842,20.0909,33.9099,2.807,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00010128633647320976,0.00020257267294641952,0.0,0.0003038590094196293,0.0,0.0003038590094196293,0.0006077180188392585,0.8214321887977312,0.0,0.0008102906917856781,0.0003038590094196293,0.00010128633647320976,0.00020257267294641952,0.00010128633647320976,0.00020257267294641952,0.0,0.0,0.17461764407981364,0.0,0.0,0.00020257267294641952,0.0,0.0,0.0003038590094196293,0.0,0.0,0.00020257267294641952,0.0,0.0,9876.0,3.0,No,8.0,MiSeqOSV004,,,,,
567,BL-ER,0.0,1.599705882352941,25.2839,9.8037,37.4821,3.6584,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0002906695087685302,0.0,0.0,0.0,0.0,0.0001937796725123535,0.0,0.0,9.688983625617672e-05,0.5497529309175467,0.0,0.0002906695087685302,0.0,0.0005813390175370604,0.0,0.0,0.0007751186900494139,0.0001937796725123535,0.0,9.688983625617672e-05,0.0,0.0001937796725123535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4475341536672803,0.0,10369.0,48.0,No,8.0,MiSeqOSV004,,,,,
568,BP-ER,0.0,1.3697058823529409,33.305,10.432,55.7754,2.1658,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00029943108094620223,0.0,9.981036031540072e-05,0.0,9.981036031540072e-05,0.0,0.0,0.0001996207206308015,9.981036031540072e-05,0.5276973749875237,0.0,0.00029943108094620223,0.0,0.0001996207206308015,0.0,0.0,0.4701067970855375,0.0,0.0,0.0,0.0,0.0,0.0001996207206308015,0.0,0.0,9.981036031540072e-05,0.0,0.0003992414412616029,9.981036031540072e-05,9.981036031540072e-05,0.0,10022.0,3.0,No,8.0,MiSeqOSV004,,,,,
569,BA-ER,0.0,1.2997058823529413,35.6277,6.5537,50.9703,3.2389,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5209330877839166,0.0,0.0,0.0,0.0,0.00012277470841006753,0.0,0.00012277470841006753,0.0,0.478207489257213,0.0,0.0,0.0,0.0,0.0,0.0,0.00012277470841006753,0.00012277470841006753,0.0,0.00024554941682013506,0.0,0.0,0.0,0.0,0.0,0.00012277470841006753,0.0,0.0,0.0,0.0,0.0,8146.0,1.0,No,8.0,MiSeqOSV004,,,,,
570,ER-FP,0.0,1.2027058823529408,8.5829,13.3783,63.4026,6.4031,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.710623422023694e-05,0.00019421246844047391,0.0,9.710623422023694e-05,0.0,9.710623422023694e-05,0.0,0.986113808506506,0.0,0.00019421246844047391,0.0,0.0,0.0,0.0,9.710623422023694e-05,0.0,0.0,0.0,0.0,9.710623422023694e-05,0.01301223538551175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10298.0,0.0,No,8.0,MiSeqOSV004,,,,,
571,FP,0.0,0.02770588235294115,0.0,0.0,28.7484,4.1249,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004608294930875576,0.0,0.0,0.018433179723502304,0.0,0.0,0.004608294930875576,0.009216589861751152,0.0,0.009216589861751152,0.0,0.0,0.0,0.0,0.0,0.004608294930875576,0.004608294930875576,0.0,0.0,0.0,0.8617511520737328,0.0,0.0,0.07834101382488479,0.0,0.0,0.0,0.004608294930875576,0.0,217.0,0.0,No,8.0,MiSeqOSV004,,,,,
572,AC-FP,0.0,1.3097058823529408,6.0926,30.4555,28.2016,6.4969,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025451768897938407,0.0,0.0,0.0,0.0,0.9515143802494274,0.0,0.0005090353779587681,0.0,0.00025451768897938407,0.0,0.00012725884448969204,0.0,0.0,0.0,0.0,0.00012725884448969204,0.0,0.0,0.0,0.0,0.0,0.04695851361669636,0.0,0.0,0.00012725884448969204,0.0,0.0,0.0,0.00012725884448969204,0.0,7858.0,0.0,No,8.0,MiSeqOSV004,,,,,
573,CC-FP,0.0,1.842705882352941,23.5013,17.8446,48.1739,5.5032,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020676108756332052,0.00010338054378166027,0.0,0.0,0.0,0.00031014163134498085,0.0,0.9866639098521658,0.0,0.00010338054378166027,0.0,0.0007236638064716223,0.00020676108756332052,0.00010338054378166027,0.0,0.00010338054378166027,0.0,0.00010338054378166027,0.0,0.0,0.0,0.0,0.011165098728419313,0.0,0.0,0.0,0.0,0.0,0.00020676108756332052,0.0,0.0,9674.0,1.0,No,8.0,MiSeqOSV004,,,,,
574,FP-RI,0.0,0.022705882352941145,7.5923,2.2831,31.2011,5.1744,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040650406504065045,0.0,0.0040650406504065045,0.0,0.0,0.008130081300813009,0.0,0.012195121951219513,0.13821138211382114,0.0,0.0,0.008130081300813009,0.0,0.0040650406504065045,0.0040650406504065045,0.35365853658536583,0.012195121951219513,0.0,0.008130081300813009,0.008130081300813009,0.0,0.0,0.43089430894308944,0.0,0.0,0.0,0.0,0.0,0.0040650406504065045,0.0,0.0,246.0,0.0,No,8.0,MiSeqOSV004,,,,,
575,DP-FP,0.0,1.7907058823529411,38.8793,12.6456,13.7666,23.1302,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010866021949364336,0.0,0.0,0.0,0.0,0.00010866021949364336,0.00010866021949364336,0.0003259806584809301,0.00010866021949364336,0.0002173204389872868,0.22188416820601972,0.0005433010974682169,0.00010866021949364336,0.6727154188851462,0.0,0.00010866021949364336,0.0002173204389872868,0.00010866021949364336,0.0,0.0,0.0,0.0,0.10333586873845484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9204.0,1.0,Yes,8.0,MiSeqOSV004,,,,,
576,BH-FP,0.0,1.0547058823529412,37.6223,0.0,36.0504,8.06,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002518257365902795,0.9526567615210274,0.0002518257365902795,0.0,0.0002518257365902795,0.00012591286829513978,0.0012591286829513975,0.0,0.002014605892722236,0.0,0.0,0.0,0.0,0.0,0.00012591286829513978,0.0,0.0,0.03575925459581969,0.0,0.0,0.0,0.0,0.0,0.0,0.0002518257365902795,0.007051120624527826,7942.0,0.0,No,8.0,MiSeqOSV004,,,,,
577,CA-FP,0.0,2.124705882352941,17.3808,5.7764,56.5128,3.5292,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9976156413924654,0.0,0.00011921793037672868,0.00011921793037672868,0.0,0.0,0.00011921793037672868,0.00023843586075345734,0.000357653791130186,0.0,0.00011921793037672868,0.0,0.00011921793037672868,0.0,0.0,0.00011921793037672868,0.00011921793037672868,0.0,0.0,0.0,0.0,0.0009537434430138293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8389.0,1.0,No,8.0,MiSeqOSV004,,,,,
578,PC-FP,0.0,2.101705882352941,20.7181,0.0,23.6955,42.4709,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.012820512820513e-05,0.00016025641025641026,0.0,0.9743589743589745,0.0,0.0,0.0003205128205128205,8.012820512820513e-05,0.00016025641025641026,0.0,0.00024038461538461543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02307692307692308,0.0013621794871794873,0.0,0.0,0.00016025641025641026,0.0,0.0,0.0,0.0,0.0,12480.0,0.0,Yes,8.0,MiSeqOSV004,,,,,
579,PJ-FP,0.0,1.3407058823529412,16.6538,5.7410000000000005,22.3926,31.9825,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00010757314974182444,0.00010757314974182444,0.0,0.0,0.0,0.0,0.0006454388984509468,0.0002151462994836489,0.0,0.0,0.00032271944922547335,0.0,0.00010757314974182444,0.0,0.0,0.0,0.0002151462994836489,0.0,0.0,0.0,0.8967297762478486,0.10144148020654044,0.0,0.00010757314974182444,0.0,0.0,0.0,0.0,0.0,0.0,9297.0,1.0,No,8.0,MiSeqOSV004,,,,,
580,EL-FP,0.0,0.14570588235294113,0.0,0.0,31.7687,5.1545,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011031439602868176,0.0,0.0,0.0,0.00011031439602868176,0.00011031439602868176,0.0,0.00022062879205736347,0.0,0.0,0.0,0.9908439051296194,0.0,0.0,0.0,0.0,0.0,0.0014340871483728627,0.00022062879205736347,0.0,0.0,0.0,0.006508549365692223,0.0,0.0,0.00022062879205736347,0.0,0.0,0.0,0.00011031439602868176,0.00011031439602868176,9065.0,0.0,No,8.0,MiSeqOSV004,,,,,
581,CH-FP,0.0,1.5447058823529412,12.896,24.3786,5.7517,2.6134,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020426922684097643,0.0,0.0,0.0406495761413543,0.0,0.0008170769073639057,0.00020426922684097643,0.0001021346134204882,0.0,0.0008170769073639057,0.0,0.0,0.0,0.0,0.0,0.0,0.6514145643958738,0.0,0.0,0.0,0.3053824941272597,0.0,0.0,0.0001021346134204882,0.0,0.0,0.00020426922684097643,0.0001021346134204882,0.0,9792.0,1.0,Yes,8.0,MiSeqOSV004,,,,,
582,DL-FP,0.0,0.7803882352941176,43.0503,0.0,28.957,6.0949,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001710863986313088,0.0025662959794696323,0.001710863986313088,0.0,0.0,0.0,0.0,0.003421727972626176,0.001710863986313088,0.0,0.0,0.007698887938408894,0.0,0.001710863986313088,0.0,0.0,0.000855431993156544,0.000855431993156544,0.0025662959794696323,0.0,0.0,0.0,0.18135158254918726,0.0,0.0,0.0,0.0,0.000855431993156544,0.7929854576561164,0.0,0.0,1171.0,2.0,No,8.0,MiSeqOSV004,,,,,
583,CG-FP,0.0,1.5937058823529409,44.5765,0.0,34.8222,6.1118,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011013215859030835,0.00011013215859030835,0.0,0.0,0.00011013215859030835,0.0,0.00011013215859030835,0.00033039647577092515,0.9696035242290748,0.0,0.0,0.0006607929515418503,0.0,0.00011013215859030835,0.0,0.0,0.00033039647577092515,0.00011013215859030835,0.00011013215859030835,0.00011013215859030835,0.0,0.00011013215859030835,0.027973568281938328,0.0,0.0,0.00011013215859030835,0.0,0.0,0.0,0.0,0.0,9080.0,0.0,No,8.0,MiSeqOSV004,,,,,
584,BF-FP,0.0,1.4727058823529409,23.3441,0.6573,27.0032,27.7267,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011232168931820734,0.00011232168931820734,0.0,0.00011232168931820734,0.0,0.0,0.0,0.00011232168931820734,0.0,0.9712456475345388,0.0,0.0,0.000673930135909244,0.0,0.00011232168931820734,0.0,0.0,0.0,0.0274064921936426,0.0,0.0,0.0,0.0,0.00011232168931820734,0.0,0.0,0.0,8906.0,3.0,No,8.0,MiSeqOSV004,,,,,
585,BO-FP,0.0,1.540705882352941,18.7494,0.0,24.9534,31.6674,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020064205457463884,0.00020064205457463884,0.0,0.00020064205457463884,0.0,0.0006019261637239165,0.0,0.0,0.0,0.0,0.0,0.00020064205457463884,0.0,0.0,0.0022070626003210273,0.0004012841091492777,0.0,0.0,0.0,0.00020064205457463884,0.05517656500802568,0.0,0.0,0.00020064205457463884,0.0,0.9404093097913324,0.0,0.0,0.0,5023.0,39.0,No,8.0,MiSeqOSV004,,,,,
586,BT-FP,0.0,1.384705882352941,20.9674,0.0,29.9892,37.6623,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9912425434699836,0.00012691965985531158,0.00012691965985531158,0.0,0.0,0.0,0.0,0.0,0.0,0.00012691965985531158,0.0,0.0,0.0,0.00012691965985531158,0.0,0.0,0.00012691965985531158,0.00012691965985531158,0.0,0.0,0.00799593857088463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7880.0,1.0,No,8.0,MiSeqOSV004,,,,,
587,BU-FP,0.0,0.7217058823529412,15.4371,7.8476,53.8057,18.7992,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002506265664160401,0.6112781954887218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002506265664160401,0.0,0.0,0.0005012531328320802,0.3744360902255639,0.0,0.0,0.0,0.0,0.013283208020050126,0.0,0.0,0.0,3996.0,6.0,Yes,8.0,MiSeqOSV004,,,,,
588,BV-FP,0.0,1.4217058823529412,22.4487,0.0,24.3653,32.2717,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015092061575611228,0.0,0.0,0.0,0.0,0.0004527618472683369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9260488982795052,0.0,0.0,0.0,0.0004527618472683369,0.07259281617869001,0.0,0.0,0.00015092061575611228,0.0,0.00015092061575611228,0.0,0.0,0.0,6626.0,0.0,No,8.0,MiSeqOSV004,,,,,
589,BC-FP,0.0,1.787705882352941,22.4103,0.0,27.4106,30.4321,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002502189415738772,0.0,0.0002502189415738772,0.00012510947078693858,0.0,0.0002502189415738772,0.00012510947078693858,0.00012510947078693858,0.0,0.0,0.0,0.00012510947078693858,0.0,0.0,0.0,0.0,0.0,0.00012510947078693858,0.0,0.0,0.0,0.0,0.003878393594395096,0.0,0.0,0.9944951832853748,0.0,0.00012510947078693858,0.00012510947078693858,0.0,0.0,7993.0,0.0,No,8.0,MiSeqOSV004,,,,,
590,BY-FP,0.0,1.1887058823529408,33.8103,7.4438,45.3152,12.1974,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024113817217265494,0.0,0.0,0.0,0.0,0.0009645526886906198,0.0,0.00024113817217265494,0.0,0.00024113817217265494,0.3609838437424645,0.0,0.0,0.0,0.0,0.0,0.0,0.0009645526886906198,0.0,0.0,0.33783457921388954,0.0,0.0,0.0,0.0,0.00024113817217265494,0.2982879189775742,0.0,0.0,4151.0,4.0,Yes,8.0,MiSeqOSV004,,,,,
591,DF-FP,0.0,0.9997058823529412,34.435,2.5476,27.2473,3.9552,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00012354830738818879,0.0,0.0,0.0,0.0,0.0,0.0,0.00024709661477637757,0.010872251050160613,0.00012354830738818879,0.0,0.0,0.00037064492216456633,0.00012354830738818879,0.0,0.0,0.0004941932295527549,0.00012354830738818879,0.0,0.8889300716580183,0.0,0.0,0.09834445268099827,0.0,0.0,0.00012354830738818879,0.0,0.00012354830738818879,0.0,0.0,0.0,8094.0,0.0,Yes,8.0,MiSeqOSV004,,,,,
592,BL-FP,0.0,1.477705882352941,44.3668,0.0,45.3075,4.428,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038449214995193853,0.0,0.00016020506247997436,0.0,0.0,0.0,0.00016020506247997436,0.0019224607497596927,0.002242870874719641,0.0,0.0,0.0004806151874399232,0.0,0.0,0.0,0.0,0.0,0.007209227811598847,0.0,0.0,0.0,0.0,0.00032041012495994867,0.002242870874719641,0.9814162127523228,0.0,6243.0,1.0,No,8.0,MiSeqOSV004,,,,,
593,BP-FP,0.0,0.8797058823529411,59.0916,0.0,57.3949,3.3291,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0002533890789306981,0.00012669453946534905,0.0,0.00012669453946534905,0.0,0.0005067781578613962,0.0,0.0005067781578613962,0.00012669453946534905,0.0002533890789306981,0.0,0.00012669453946534905,0.0,0.00012669453946534905,0.0,0.0,0.9920182440136832,0.00012669453946534905,0.0,0.0,0.0,0.00012669453946534905,0.005321170657544659,0.0,0.0,0.00012669453946534905,0.0,0.0,0.0,0.00012669453946534905,0.0,7897.0,4.0,No,8.0,MiSeqOSV004,,,,,
594,BA-FP,0.0,1.0857058823529409,45.6965,0.0,54.7572,4.9107,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9858065882851392,0.00010592098294672174,0.0,0.0,0.0,0.00010592098294672174,0.0,0.00021184196589344348,0.00010592098294672174,0.00010592098294672174,0.0,0.00021184196589344348,0.0,0.00021184196589344348,0.0,0.0,0.00010592098294672174,0.0,0.0,0.00010592098294672174,0.0,0.0,0.01271051795360661,0.0,0.0,0.0,0.0,0.0,0.0,0.00021184196589344348,0.0,9444.0,3.0,No,8.0,MiSeqOSV004,,,,,
595,AC-ER,0.0,1.8167058823529407,10.0527,31.5434,28.5039,5.2810000000000015,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004179728317659352,0.0,0.6725182863113898,0.0,0.0004179728317659352,0.0,0.3251828631138976,0.0,0.0004179728317659352,0.0002089864158829676,0.0,0.0,0.0,0.0,0.0006269592476489029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002089864158829676,0.0,4788.0,3.0,No,8.0,MiSeqOSV004,,,,,
596,AC-FP,0.0,1.551705882352941,6.033,28.1994,30.0308,5.4876,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001201345506967804,0.0,0.0,0.9107400288322922,0.0,0.0003604036520903412,0.0,0.0,0.0,0.0001201345506967804,0.0,0.0001201345506967804,0.0,0.0,0.0,0.0002402691013935608,0.0,0.0,0.0,0.0001201345506967804,0.08793849111004325,0.0,0.0,0.0002402691013935608,0.0,0.0,0.0,0.0,0.0,8324.0,0.0,No,8.0,MiSeqOSV004,,,,,
